1 1 0 0 1 4.91994974978146
1 2 0 0 2 7.1444187001416
1 3 1 2 2 5.2648226058285
2 1 0 0 1 2.87950514721767
2 2 0 0 2 1.52721429771353
2 3 1 2 2 2.45877547379394
2 4 1 2 1 2.59494575852567
3 1 0 0 1 2.17923187945193
3 2 0 0 2 3.91823207873339
3 3 1 2 1 2.55475227251811
3 4 1 2 2 1.89388265512082
3 5 0 0 2 5.96162204936713
3 6 0 0 1 4.17206523031559
3 7 3 5 2 3.48316699691304
3 8 6 4 2 1.31875442132089
4 1 0 0 1 -2.04989396241977
4 2 0 0 2 2.08703700778279
4 3 1 2 2 -1.07968993891196
4 4 1 2 1 2.35771255856061
4 5 1 2 1 4.26825865091326
4 6 1 2 1 1.1613959253995
4 7 0 0 2 1.50490827152109
4 8 1 2 2 2.36671679745738
4 9 0 0 1 3.21944332076176
4 10 6 7 1 3.62632618340162
4 11 6 7 1 2.16374381300365
4 12 6 7 1 1.02916635260437
4 13 9 8 1 6.34325275508431
4 14 9 8 1 1.61741617519503
5 1 0 0 1 1.14622204079524
5 2 0 0 2 2.85959213397031
5 3 1 2 2 1.97311702477556
6 1 0 0 1 5.31218089654127
6 2 0 0 2 1.03865597080914
6 3 1 2 2 3.87666531185362
6 4 1 2 1 3.39955306085885
7 1 0 0 1 4.22468891985274
7 2 0 0 2 2.71303617229876
7 3 1 2 1 3.20223681536097
7 4 1 2 2 3.50443546655923
7 5 0 0 2 -0.347972160192264
7 6 0 0 1 1.35300896081686
7 7 3 5 2 2.10701587229286
7 8 6 4 2 1.54184989992955
8 1 0 0 1 2.8074548479205
8 2 0 0 2 3.52245408453606
8 3 1 2 2 3.89551441055474
8 4 1 2 1 4.44582484230981
8 5 1 2 1 4.49720920328597
8 6 1 2 1 3.74841106331385
8 7 0 0 2 3.03087551213976
8 8 1 2 2 5.03536528238556
8 9 0 0 1 5.25429640948715
8 10 6 7 1 2.13571564057339
8 11 6 7 1 4.84768556063586
8 12 6 7 1 4.63355718382227
8 13 9 8 1 3.78933351432951
8 14 9 8 1 5.78508507934916
9 1 0 0 1 6.09181607128811
9 2 0 0 2 3.44386562229948
9 3 1 2 2 5.07637634080322
10 1 0 0 1 5.26718271517893
10 2 0 0 2 1.26156741405951
10 3 1 2 2 4.44003695063847
10 4 1 2 1 1.93903112984171
11 1 0 0 1 5.93573688143354
11 2 0 0 2 4.66890059131062
11 3 1 2 1 3.68557252143594
11 4 1 2 2 4.71857500245299
11 5 0 0 2 5.10855408001634
11 6 0 0 1 2.59327114481401
11 7 3 5 2 4.39859633331394
11 8 6 4 2 3.70778247128176
12 1 0 0 1 5.95546538101559
12 2 0 0 2 2.61152459031515
12 3 1 2 2 4.73667069286553
12 4 1 2 1 3.77287697276004
12 5 1 2 1 2.43574108859573
12 6 1 2 1 2.80353209484638
12 7 0 0 2 5.30616725724392
12 8 1 2 2 3.70640647514014
12 9 0 0 1 3.9719762256406
12 10 6 7 1 3.49880350329184
12 11 6 7 1 4.06585336209789
12 12 6 7 1 2.98115209943007
12 13 9 8 1 3.970092383612
12 14 9 8 1 5.639247176795
13 1 0 0 1 5.65355299309297
13 2 0 0 2 1.52718052371898
13 3 1 2 2 1.91562051809398
14 1 0 0 1 4.66336755710312
14 2 0 0 2 3.59149458208434
14 3 1 2 2 1.62326566028856
14 4 1 2 1 1.68701033748149
15 1 0 0 1 2.97563845216239
15 2 0 0 2 2.51412705023716
15 3 1 2 1 2.27582079277716
15 4 1 2 2 1.9697723301637
15 5 0 0 2 1.50344844254254
