1 4.61505030817919 0 1 0 1 0
2 2.35585014162124 0 2 1 2 0
3 2.67122827618925 0 2 1 1 0
4 3.03036290784573 0 2 0 1 1
5 3.15135976562968 0 2 1 0 0
6 5.77576347714147 0 2 0 0 1
7 0.97541694982641 0 2 1 1 1
8 4.77991998427107 0 2 1 2 1
9 3.75274068124334 0 2 2 2 1
10 5.09564803564967 0 2 1 2 2
11 2.40272225124678 0 2 2 2 2
12 4.75593799717933 0 1 0 0 2
13 3.81232913808115 0 1 0 0 1
14 5.09657268299114 0 1 0 1 2
15 4.17706171133955 0 1 1 1 1
16 2.4315431762132 0 2 1 0 0
17 4.5446286604055 0 1 1 1 1
18 2.4083099430092 0 2 1 0 0
19 4.76239430360228 0 0 0 1 1
20 3.69638796254817 0 1 2 1 1
21 3.11523490936018 0 1 1 2 1
22 2.94602434761456 0 0 1 2 1
23 3.82614471401083 0 1 1 0 1
24 3.39280761314904 0 1 1 1 1
25 1.09228077489505 0 1 2 0 1
26 0.944269899155435 0 0 1 1 0
27 3.85217487893328 0 1 1 1 0
28 5.68720454125949 0 1 1 1 1
29 1.9019118768684 0 0 2 1 1
30 6.18825160997775 0 1 0 2 1
31 4.34282254727912 0 1 1 2 1
32 3.96531712047324 0 2 1 1 1
33 5.08723042178389 0 2 2 2 2
34 3.0679573753957 0 0 1 1 1
35 5.37809733519408 0 1 0 2 1
36 4.00727542363474 0 0 1 2 1
37 0.247217963154658 0 1 1 2 0
38 3.05131222492911 0 1 1 1 1
39 3.6606757916757 0 0 2 0 1
40 2.9714773061422 0 1 2 0 2
41 3.69087316192911 0 1 1 1 1
42 1.45417258451848 0 2 1 1 1
43 3.27372101406372 0 1 1 1 0
44 4.90138432965792 0 2 1 1 1
45 3.99421588530682 0 1 0 2 0
46 2.84401221127642 0 1 1 0 1
47 2.29319797016439 0 0 2 1 0
48 3.2927623411952 0 1 1 0 0
49 4.09190044075875 0 1 1 1 1
50 4.09055178671349 0 1 2 2 1
51 0.484359041401401 0 0 2 1 0
52 2.91642040281201 0 1 2 1 1
53 3.21349142245043 0 1 0 1 1
54 2.11194938251316 0 1 1 1 1
55 1.8932963767874 0 1 1 1 0
56 2.5513843694421 0 1 1 2 1
57 -0.305782648954631 0 1 2 0 1
58 3.69179887025757 0 1 1 1 2
59 0.124370834448236 0 1 2 0 0
60 6.4713356685072 0 1 1 1 2
61 2.44968439609589 0 1 0 0 0
62 2.17449465404487 0 0 1 2 0
63 2.42749585530026 0 1 1 1 0
64 5.2976820564383 0 1 0 0 1
65 3.37632124402722 0 2 2 2 1
66 2.40951432154092 0 2 1 1 1
67 1.21765358460755 0 2 1 1 0
68 2.73413350392506 0 2 0 2 0
69 1.43912792881849 0 1 2 1 0
70 3.27652900368309 0 1 1 1 0
71 2.14436197029187 0 2 1 2 0
72 3.02136472942274 0 1 1 1 0
73 3.26107046912752 0 0 2 1 1
74 3.99630681013196 0 1 2 0 0
75 3.73607426283893 0 1 2 2 0
76 3.75892736927174 0 1 1 2 1
77 4.07092697140219 0 0 2 0 2
78 2.34643890117874 0 1 1 1 1
79 1.36439973916376 0 2 2 0 1
80 3.04493503155263 1 1 2 0 1
81 -1.54078996385864 0 2 2 0 0
82 2.51968773725737 1 2 2 0 0
83 4.51578568919887 0 1 1 2 2
84 5.69337939674802 0 2 2 2 1
85 3.24034412381283 0 1 2 2 1
86 3.52738559980869 0 1 2 2 2
87 4.9289682532307 0 1 1 1 1
88 2.26337102817381 0 1 1 0 1
89 2.15947416076425 0 0 2 2 1
90 2.03714906281284 0 1 1 1 1
91 4.24843152125359 0 0 1 1 1
92 3.7379306285559 0 1 0 1 1
93 5.27003101557296 0 0 0 1 0
